Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
26970,Turkey,Maize,2008,71988,593.0,37640.2,19.92
26309,Thailand,Cassava,1992,140332,1622.0,18849.0,27.55
27315,Uganda,Potatoes,2009,46286,1180.0,88.0,24.18
21335,Nicaragua,Cassava,1993,115556,2280.0,977.0,27.05
877,Australia,Soybeans,1991,15551,534.0,17866.0,13.77
24652,South Africa,Sorghum,1993,21564,495.0,16582.0,16.01
13323,India,Cassava,2007,322204,1083.0,27422.77,25.95
26857,Turkey,Potatoes,2004,268306,593.0,28831.0,12.26
7802,Ecuador,Soybeans,2002,19963,2274.0,1302.49,22.47
12201,India,Soybeans,1999,11380,1083.0,46195.0,25.74
13625,India,Soybeans,2008,10415,1083.0,14485.33,25.66
19149,Mexico,Soybeans,1992,18388,758.0,34468.93,17.33
25242,Spain,Maize,1992,70170,636.0,31839.0,11.89
21027,Namibia,Wheat,2011,61267,285.0,56.0,19.26
11986,India,"Rice, paddy",1998,28805,1083.0,49157.0,26.27
16194,Japan,Potatoes,1990,306736,1668.0,79821.18,14.14
17303,Kazakhstan,Wheat,2005,9480,250.0,3666.62,7.07
954,Australia,Sorghum,1993,12834,534.0,23899.0,11.84
2823,Brazil,Wheat,1992,14295,1761.0,67003.89,27.42
17431,Kenya,Cassava,1993,102936,630.0,3469.0,16.36
4144,Brazil,Maize,2007,37852,1761.0,304031.0,19.05
5542,Cameroon,"Rice, paddy",2010,10936,1604.0,1160.63,25.7
17655,Latvia,Potatoes,2005,145942,641.0,723.54,6.3
10542,India,Maize,1990,15178,1083.0,75000.0,24.37
17207,Kazakhstan,Wheat,1996,6835,250.0,13047.0,5.98
5987,Canada,Maize,2008,90623,537.0,53707.3,8.61
9563,Guatemala,Wheat,1999,19633,1996.0,10249.94,19.44
7241,Dominican Republic,Potatoes,1999,110524,1410.0,5398.0,26.62
14017,India,Wheat,2010,28395,1083.0,40093.69,27.16
2708,Brazil,Sweet potatoes,1991,101504,1761.0,58349.44,20.13
18275,Malawi,Sorghum,1994,3059,1181.0,173.19,20.59
11488,India,Sorghum,1995,8235,1083.0,61257.0,24.64
27916,Zambia,Potatoes,1995,88889,1020.0,716.0,21.86
25841,Sri Lanka,Sweet potatoes,2010,79014,1712.0,1450.54,26.83
25631,Spain,Soybeans,2011,24893,636.0,53549.0,17.9
1627,Australia,Sorghum,2010,30279,534.0,42169.39,14.23
25256,Spain,Sweet potatoes,1992,170506,636.0,31839.0,16.35
5819,Canada,Maize,2000,62844,537.0,39667.0,8.67
14143,India,Soybeans,2011,11998,1083.0,55540.0,25.06
22559,Pakistan,Soybeans,2004,12450,494.0,8903.48,27.94
20398,Mexico,Maize,2013,31941,758.0,59920.18,22.19
14291,India,Sorghum,2012,9568,1083.0,52980.0,25.82
22571,Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,25.55
24684,South Africa,Soybeans,1994,11473,495.0,16582.0,15.1
25620,Spain,Maize,2011,113738,636.0,53549.0,13.28
7834,Ecuador,Wheat,2004,8053,2274.0,29799.84,17.73
5620,Canada,Wheat,1991,22559,537.0,29477.5,8.13
18599,Mali,"Rice, paddy",2000,21058,282.0,17.59,27.51
23492,Peru,Cassava,2011,118328,1738.0,15436.91,17.03
26359,Thailand,Maize,1999,35526,1622.0,22761.0,27.34
17866,Libya,Potatoes,1991,81319,56.0,87.0,19.47
25358,Spain,Soybeans,1997,21982,636.0,34023.0,17.66
609,Argentina,Sorghum,2005,51872,591.0,65437.73,17.32
7545,Ecuador,Plantains and others,1993,93053,2274.0,1844.0,21.86
6159,Central African Republic,Maize,1994,8500,1342.0,2.16,25.39
14112,India,Sorghum,2011,9487,1083.0,55540.0,25.81
16238,Japan,"Rice, paddy",1991,58590,1668.0,79821.18,13.32
4455,Brazil,Potatoes,2010,258859,1761.0,342580.0,25.78
21789,Pakistan,"Rice, paddy",1991,23199,494.0,5962.0,25.87
25480,Spain,"Rice, paddy",2004,72015,636.0,47445.0,17.41
11850,India,Soybeans,1997,10789,1083.0,52279.0,24.71
22621,Pakistan,Soybeans,2005,12000,494.0,7914.31,22.8
157,Algeria,Wheat,2001,11104,89.0,710.11,18.13
21225,New Zealand,Potatoes,1991,346667,1732.0,3490.0,12.82
11014,India,Wheat,1992,23940,1083.0,70791.0,25.52
20951,Mozambique,Sorghum,2013,3572,1032.0,766.93,21.37
2562,Brazil,Maize,1990,18735,1761.0,49695.0,24.64
8268,Egypt,Sorghum,2004,56674,51.0,5363.0,22.08
26121,Switzerland,Wheat,2000,59477,1537.0,1576.9,8.54
21600,Niger,Cassava,2006,162588,151.0,21.12,29.78
5113,Burkina Faso,Sorghum,2010,10036,748.0,442.89,29.17
19503,Mexico,Potatoes,1998,204955,758.0,34468.93,17.07
25956,Suriname,Plantains and others,2000,217379,2331.0,176.0,26.86
6620,Colombia,"Rice, paddy",1995,42840,3240.0,20156.23,22.27
7773,Ecuador,Soybeans,2001,18900,2274.0,7344.0,21.51
22196,Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,22.14
9519,Guatemala,Cassava,1995,32084,1996.0,12004.33,19.98
16799,Japan,Sweet potatoes,2005,258088,1668.0,63829.77,15.36
26404,Thailand,Sorghum,2006,16446,1622.0,41220.0,27.92
20345,Mexico,"Rice, paddy",2012,56231,758.0,64512.22,25.5
16186,Japan,Maize,1990,25457,1668.0,79821.18,16.12
1329,Australia,"Rice, paddy",2002,82580,534.0,26651.0,17.73
20812,Mozambique,Sweet potatoes,1992,63415,1032.0,102.26,22.6
7207,Dominican Republic,Plantains and others,1997,72082,1410.0,3846.0,27.01
23704,Portugal,Yams,2008,163636,854.0,17080.26,16.12
11342,India,Sweet potatoes,1994,84823,1083.0,61357.0,25.22
18099,Madagascar,Maize,1995,9628,1513.0,73.08,19.96
16871,Japan,"Rice, paddy",2007,65111,1668.0,61164.07,15.94
25399,Spain,Sorghum,1999,50000,636.0,33614.0,17.43
6337,Chile,Sweet potatoes,1994,61664,1522.0,15373.0,13.42
10084,Haiti,"Rice, paddy",2004,20508,1440.0,27.85,27.37
28169,Zimbabwe,Wheat,2004,35000,657.0,3094.08,20.31
11514,India,Sweet potatoes,1995,80643,1083.0,61257.0,25.86
11447,India,Potatoes,1995,162720,1083.0,61257.0,26.01
26795,Turkey,Wheat,2000,22928,593.0,33471.0,19.33
26263,Tajikistan,Soybeans,2008,112,691.0,253.5,8.29
14539,India,Wheat,2013,31538,1083.0,45620.0,26.12
18511,Mali,Soybeans,1990,16667,282.0,95.7,27.61
18512,Mali,Sweet potatoes,1990,48316,282.0,95.7,27.61
8419,El Salvador,Plantains and others,1992,109740,1784.0,3940.77,26.22
17879,Libya,Wheat,1993,8400,56.0,87.0,19.51
21405,Nicaragua,Soybeans,2001,19744,2280.0,3603.5,26.78
6809,Colombia,Cassava,2007,108337,3240.0,82439.06,27.45
19521,Mexico,Sorghum,1998,33152,758.0,34468.93,25.14
14795,Indonesia,Soybeans,1996,11915,2702.0,1597.0,27.53
9983,Haiti,Yams,1990,50000,1440.0,17.14,27.11
20756,Morocco,"Rice, paddy",2011,70236,346.0,13697.0,18.59
24870,South Africa,Potatoes,2001,311961,495.0,26857.0,15.68
24794,South Africa,Sorghum,1998,27306,495.0,24304.0,16.11
2964,Brazil,Potatoes,1994,144802,1761.0,84312.78,27.53
6642,Colombia,Soybeans,1996,21395,3240.0,18131.0,22.07
10807,India,Soybeans,1991,7825,1083.0,72133.0,26.7
16303,Japan,Yams,1992,188269,1668.0,79821.18,15.63
7465,Ecuador,Plantains and others,1990,118358,2274.0,2537.0,17.6
26111,Switzerland,Potatoes,1998,403371,1537.0,1563.6,7.81
7184,Dominican Republic,Yams,1995,53450,1410.0,3449.0,26.82
23230,Papua New Guinea,Potatoes,2001,45364,3142.0,105.0,25.43
23090,Pakistan,Maize,2013,42313,494.0,0.92,27.9
12036,India,Soybeans,1998,11001,1083.0,49157.0,25.55
15313,Indonesia,Maize,2012,48987,2702.0,1597.0,27.36
21182,Netherlands,Potatoes,2000,456548,778.0,11382.84,10.75
6913,Colombia,Wheat,2012,15196,3240.0,48727.73,27.56
18496,Malaysia,"Rice, paddy",2011,37468,2875.0,41562.16,27.27
3127,Brazil,Yams,1995,91587,1761.0,92967.22,18.27
12586,India,Sweet potatoes,2001,88368,1083.0,43720.04,25.34
7887,Ecuador,Wheat,2006,7774,2274.0,7953.42,22.09
13220,India,"Rice, paddy",2006,31759,1083.0,37423.0,24.72
111,Algeria,"Rice, paddy",1992,24733,89.0,1215.47,16.27
12342,India,"Rice, paddy",2000,28508,1083.0,44957.52,26.05
17510,Kenya,Yams,2000,55641,630.0,1998.0,16.73
21945,Pakistan,Wheat,1993,19466,494.0,4945.0,25.04
6559,Colombia,Maize,1992,15175,3240.0,15305.94,27.38
18575,Mali,Sweet potatoes,1997,53333,282.0,24.28,27.38
22350,Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,25.32
8231,Egypt,Wheat,2000,63422,51.0,4931.0,20.74
28122,Zimbabwe,Cassava,1998,42308,657.0,2883.0,21.3
12181,India,Sorghum,1999,8472,1083.0,46195.0,26.86
3836,Brazil,Cassava,2004,136343,1761.0,214725.0,18.75
12651,India,Maize,2002,16807,1083.0,42482.56,26.06
25261,Spain,Wheat,1992,19426,636.0,31839.0,16.65
6014,Canada,Maize,2009,83723,537.0,54529.4,6.28
4997,Burkina Faso,Cassava,1995,20000,748.0,3.04,28.46
676,Argentina,Soybeans,2009,18480,591.0,61586.56,18.09
6862,Colombia,Yams,2009,106037,3240.0,51435.13,22.87
10386,Hungary,Soybeans,1993,17175,589.0,10197.0,10.22
545,Argentina,Sorghum,2000,46477,591.0,63265.78,16.98
19684,Mexico,Cassava,2001,153208,758.0,31373.3,19.32
5149,Burundi,Yams,1990,57576,1274.0,92.08,21.15
3547,Brazil,Maize,2000,27182,1761.0,140423.0,27.5
10387,Hungary,Wheat,1993,30649,589.0,10197.0,10.22
19415,Mexico,Wheat,1996,41706,758.0,34468.93,16.08
11967,India,Potatoes,1998,146020,1083.0,49157.0,26.4
9506,Guatemala,Sorghum,1993,11691,1996.0,12004.33,19.85
19046,Mexico,Cassava,1991,78776,758.0,34468.93,21.2
12466,India,Maize,2001,19996,1083.0,43720.04,25.86
18161,Madagascar,Wheat,2002,23462,1513.0,240.84,20.14
2652,Brazil,Maize,1991,18084,1761.0,58349.44,21.43
24507,Slovenia,Maize,2001,54139,1162.0,1387.0,10.74
27433,Ukraine,Soybeans,2005,14527,565.0,23021.7,8.39
15424,Iraq,Wheat,1993,5897,216.0,692.0,22.86
16710,Japan,Soybeans,2002,18025,1668.0,70262.54,13.42
130,Algeria,"Rice, paddy",1996,17861,89.0,479.77,16.76
5548,Cameroon,Cassava,2011,145720,1604.0,1372.47,25.25
14827,Indonesia,Soybeans,1997,12125,2702.0,1597.0,27.37
3122,Brazil,Wheat,1995,15420,1761.0,92967.22,26.05
15807,Italy,Soybeans,1997,38018,832.0,84799.0,13.13
20821,Mozambique,Cassava,1994,36899,1032.0,102.26,21.35
7235,Dominican Republic,Cassava,1999,64588,1410.0,5398.0,26.62
17897,Libya,Wheat,1996,7294,56.0,87.0,19.24
26369,Thailand,Sorghum,2000,17302,1622.0,20334.0,27.52
13213,India,"Rice, paddy",2006,31759,1083.0,37423.0,26.04
16219,Japan,Yams,1990,210808,1668.0,79821.18,16.4
13911,India,Potatoes,2010,199299,1083.0,40093.69,26.67
18116,Madagascar,Potatoes,1997,57377,1513.0,139.89,19.97
575,Argentina,"Rice, paddy",2002,57197,591.0,64134.56,17.58
21715,Pakistan,Potatoes,1990,104002,494.0,5299.0,26.39
22169,Pakistan,"Rice, paddy",1997,28048,494.0,16936.0,22.14
19545,Mexico,Wheat,1998,42077,758.0,34468.93,25.14
28044,Zambia,Potatoes,2012,155862,1020.0,1670.0,20.8
11656,India,Sorghum,1996,9591,1083.0,56114.0,25.79
322,Angola,Maize,2007,5091,1010.0,40.0,24.24
17693,Lebanon,Maize,1995,23269,661.0,1221.0,19.35
18652,Mali,Potatoes,2007,240551,282.0,7.72,27.94
4781,Brazil,Soybeans,2013,29285,1761.0,367778.0,27.11
22243,Pakistan,Soybeans,1998,12959,494.0,18406.0,23.11
20397,Mexico,Maize,2013,31941,758.0,59920.18,17.18
28099,Zimbabwe,Maize,1995,5949,657.0,2599.0,21.57
4286,Brazil,Soybeans,2008,28162,1761.0,312637.0,26.94
14246,India,Potatoes,2012,217530,1083.0,52980.0,26.04
12374,India,Soybeans,2000,8222,1083.0,44957.52,26.13
84,Albania,Potatoes,2010,231111,1485.0,1311.17,16.52
9548,Guatemala,Plantains and others,1998,381146,1996.0,10834.74,20.36
8052,Ecuador,Cassava,2013,25112,2274.0,6471.77,21.69
5515,Cameroon,Sweet potatoes,2007,55032,1604.0,918.88,25.49
3192,Brazil,Soybeans,1996,22493,1761.0,101621.67,20.18
19489,Mexico,Cassava,1998,117046,758.0,34468.93,25.14
23494,Peru,Plantains and others,2011,132389,1738.0,15436.91,17.03
8689,Estonia,Potatoes,2005,150277,626.0,386.0,6.04
14432,India,Potatoes,2013,227606,1083.0,45620.0,26.71
15939,Italy,Maize,2008,95726,832.0,79643.0,13.01
13170,India,Maize,2006,19125,1083.0,37423.0,26.37
17377,Kazakhstan,Maize,2012,51877,250.0,8674.58,6.07
19640,Mexico,"Rice, paddy",2000,41805,758.0,34468.93,21.12
10657,India,Wheat,1990,21211,1083.0,75000.0,26.88
5763,Canada,Soybeans,1997,25837,537.0,38258.2,8.23
19583,Mexico,Sorghum,1999,29901,758.0,34468.93,16.09
27065,Turkey,Potatoes,2011,324041,593.0,39534.43,19.36
3880,Brazil,Sorghum,2004,23187,1761.0,214725.0,18.75
528,Argentina,"Rice, paddy",1999,57337,591.0,62831.39,17.71
23606,Portugal,Sweet potatoes,1991,77143,854.0,9357.0,16.09
18013,Lithuania,Maize,1998,16062,656.0,812.0,6.27
4895,Bulgaria,Soybeans,2002,14299,608.0,2618.5,9.6
3364,Brazil,Potatoes,1998,156439,1761.0,118930.56,26.63
25404,Spain,Sweet potatoes,1999,160726,636.0,33614.0,12.09
18604,Mali,Yams,2000,195076,282.0,17.59,27.51
23085,Pakistan,Wheat,2012,27138,494.0,990.09,26.11
14736,Indonesia,Maize,1995,22580,2702.0,1597.0,25.46
20928,Mozambique,Potatoes,2010,142467,1032.0,1187.1,22.1
18428,Malaysia,"Rice, paddy",1993,30348,2875.0,39406.48,26.99
26516,Tunisia,Potatoes,2011,148760,207.0,422.24,19.53
19448,Mexico,"Rice, paddy",1997,41365,758.0,34468.93,20.99
26627,Turkey,Maize,1994,38181,593.0,24219.0,12.83
14221,India,Maize,2012,25557,1083.0,52980.0,27.03
15486,Iraq,Maize,1999,19167,216.0,508.0,24.42
13290,India,Sweet potatoes,2006,86849,1083.0,37423.0,25.31
2451,Belgium,Maize,2005,116872,847.0,9776.0,11.16
22303,Pakistan,Sorghum,1999,6167,494.0,20450.0,19.84
10189,Honduras,Sorghum,1993,9183,1976.0,6768.0,24.58
18535,Mali,Potatoes,1993,180000,282.0,33.19,27.55
8789,France,Maize,1996,83856,867.0,97890.0,10.14
9924,Guyana,Plantains and others,2005,29892,2387.0,270.78,27.71
13414,India,Sorghum,2007,8443,1083.0,27422.77,27.55
143,Algeria,Maize,1999,22375,89.0,654.45,17.97
11538,India,Wheat,1995,25590,1083.0,61257.0,26.15
17702,Lebanon,Potatoes,1997,220000,661.0,1816.0,18.99
139,Algeria,Potatoes,1998,160256,89.0,322.84,17.14
6694,Colombia,Sorghum,1999,32948,3240.0,66088.0,21.83
5175,Burundi,Wheat,1993,7748,1274.0,96.99,21.17
10052,Haiti,"Rice, paddy",1999,20833,1440.0,26.32,27.01
10106,Haiti,Plantains and others,2007,64865,1440.0,27.85,27.47
5900,Canada,Potatoes,2004,123630,537.0,36138.0,6.4
27603,United Kingdom,Potatoes,2002,440886,1220.0,30995.26,9.78
26811,Turkey,"Rice, paddy",2001,61017,593.0,25539.0,12.32
22206,Pakistan,Maize,1998,17853,494.0,18406.0,24.91
8332,Egypt,Maize,2009,78184,51.0,9013.0,22.63
17266,Kazakhstan,Soybeans,2001,13561,250.0,3007.26,3.85
7541,Ecuador,Cassava,1993,36265,2274.0,1844.0,22.15
21570,Niger,Sweet potatoes,2000,142029,151.0,62.0,29.43
6838,Colombia,Sorghum,2008,37100,3240.0,48538.97,22.07
15391,Iraq,Maize,1991,21857,216.0,692.0,19.68
10412,Hungary,Maize,1998,60049,589.0,5280.0,10.35
8785,France,"Rice, paddy",1995,48627,867.0,84011.0,11.69
12591,India,Sweet potatoes,2001,88368,1083.0,43720.04,25.92
15148,Indonesia,"Rice, paddy",2007,47052,2702.0,1597.0,26.88
24176,Saudi Arabia,Potatoes,1993,182880,59.0,994.0,25.42
4175,Brazil,Sorghum,2007,21731,1761.0,304031.0,20.93
6067,Canada,Potatoes,2011,120376,537.0,62107.2,6.14
12635,India,Cassava,2002,272746,1083.0,42482.56,26.49
24891,South Africa,Maize,2002,28516,495.0,26857.0,21.07
21150,Nepal,Wheat,2013,22902,1500.0,454.53,15.79
18140,Madagascar,Potatoes,2000,58269,1513.0,130.46,19.65
13787,India,Soybeans,2009,10236,1083.0,28707.01,27.15
4143,Brazil,Maize,2007,37852,1761.0,304031.0,27.32
19529,Mexico,Soybeans,1998,15978,758.0,34468.93,25.14
19960,Mexico,"Rice, paddy",2006,47857,758.0,50891.95,21.5
16489,Japan,"Rice, paddy",1997,64163,1668.0,79821.18,15.76
21514,Niger,Sweet potatoes,1992,103275,151.0,62.0,28.99
27683,United Kingdom,Potatoes,2011,432192,1220.0,16401.66,9.82
19894,Mexico,Potatoes,2005,259662,758.0,51741.99,21.42
3426,Brazil,Yams,1998,91823,1761.0,118930.56,28.76
22544,Pakistan,"Rice, paddy",2004,29914,494.0,8903.48,25.55
4826,Bulgaria,Potatoes,1991,117017,608.0,3906.0,8.14
15694,Ireland,Potatoes,2011,342404,1118.0,3664.3,9.76
22826,Pakistan,Sweet potatoes,2008,111477,494.0,4946.79,23.21
25502,Spain,Sorghum,2005,33972,636.0,41017.0,16.69
18301,Malawi,Potatoes,1998,104774,1181.0,131.59,20.92
26662,Turkey,"Rice, paddy",1995,50045,593.0,27328.0,12.06
16837,Japan,Sweet potatoes,2006,242377,1668.0,65248.26,15.87
729,Argentina,Cassava,2013,99459,591.0,171945.54,16.45
23555,Poland,Maize,2002,61563,600.0,10358.0,9.14
18758,Mauritania,Sorghum,1996,6859,92.0,39.09,27.93
53,Albania,Soybeans,2001,20000,1485.0,628.79,16.59
7321,Dominican Republic,Potatoes,2005,220766,1410.0,3515.56,26.9
27650,United Kingdom,Wheat,2007,72244,1220.0,22331.7,10.37
7908,Ecuador,Soybeans,2007,17188,2274.0,14156.16,21.68
4660,Brazil,"Rice, paddy",2012,47860,1761.0,346583.0,27.34
19094,Mexico,Sweet potatoes,1991,174848,758.0,34468.93,21.2
19844,Mexico,Sorghum,2004,38223,758.0,26433.14,19.56
14952,Indonesia,Maize,2001,28446,2702.0,1597.0,25.43
5174,Burundi,Sweet potatoes,1993,64762,1274.0,96.99,21.17
21130,Nepal,Wheat,2009,19338,1500.0,209.52,15.91
4323,Brazil,Yams,2008,93753,1761.0,312637.0,25.54
11163,India,Sweet potatoes,1993,85962,1083.0,66388.0,27.46
2124,Bangladesh,Sorghum,1993,8948,2666.0,1487.0,25.73
17695,Lebanon,Sorghum,1995,15752,661.0,1221.0,19.35
23436,Peru,Sweet potatoes,2004,157317,1738.0,8941.22,17.29
14819,Indonesia,Potatoes,1997,162061,2702.0,1597.0,27.46
1313,Australia,Maize,2002,54929,534.0,26651.0,20.38
12704,India,Sorghum,2002,7602,1083.0,42482.56,26.79
19063,Mexico,"Rice, paddy",1991,40954,758.0,34468.93,16.42
20760,Morocco,Soybeans,2011,10000,346.0,13697.0,18.59
6505,Chile,"Rice, paddy",2012,62435,1522.0,9830.72,13.48
22213,Pakistan,Maize,1998,17853,494.0,18406.0,19.15
14070,India,Potatoes,2011,227240,1083.0,55540.0,25.36
25977,Suriname,Sweet potatoes,2004,126875,2331.0,1214.83,27.47
96,Albania,Potatoes,2013,260110,1485.0,982.32,17.41
10421,Hungary,Sorghum,1999,20434,589.0,4598.0,10.64
26985,Turkey,Sorghum,2008,30811,593.0,37640.2,19.92
16404,Japan,Potatoes,1995,323558,1668.0,79821.18,12.98
10678,India,Cassava,1991,218925,1083.0,72133.0,25.85
4010,Brazil,Wheat,2005,19735,1761.0,232232.0,20.78
864,Australia,"Rice, paddy",1991,88427,534.0,17866.0,12.22
1944,Azerbaijan,"Rice, paddy",2006,42375,447.0,148.68,12.66
4995,Burkina Faso,Sweet potatoes,1994,55351,748.0,6.0,28.0
19727,Mexico,Sweet potatoes,2001,199853,758.0,31373.3,15.98
3491,Brazil,Soybeans,1999,23724,1761.0,127585.0,17.66
13525,India,Maize,2008,24140,1083.0,14485.33,25.3
956,Australia,Sorghum,1993,12834,534.0,23899.0,18.03
26294,Tajikistan,Wheat,2013,29735,691.0,264.6,10.1
24052,Rwanda,Potatoes,2002,83133,1212.0,106.34,19.77
12566,India,Soybeans,2001,9400,1083.0,43720.04,24.76
25151,South Africa,"Rice, paddy",2012,27273,495.0,26857.0,21.24
5949,Canada,Potatoes,2006,130482,537.0,36572.75,8.31
19315,Mexico,Potatoes,1995,199803,758.0,34468.93,22.79
8942,Germany,Potatoes,1994,329512,700.0,26330.0,10.43
11577,India,Cassava,1996,238528,1083.0,56114.0,27.01
6879,Colombia,Yams,2010,108871,3240.0,48618.46,27.54
27613,United Kingdom,Potatoes,2004,424781,1220.0,31223.91,9.86
16634,Japan,Wheat,2000,37607,1668.0,79821.18,13.5
13916,India,"Rice, paddy",2010,33587,1083.0,40093.69,25.71
7801,Ecuador,Soybeans,2002,19963,2274.0,1302.49,17.78
6032,Canada,Wheat,2009,27897,537.0,54529.4,6.28
5878,Canada,Soybeans,2002,22814,537.0,34226.0,8.18
22153,Pakistan,Potatoes,1997,112295,494.0,16936.0,22.14
2532,Botswana,Maize,2009,2429,416.0,17.0,19.25
1254,Australia,Soybeans,2000,18714,534.0,33475.0,12.09
18122,Madagascar,Cassava,1998,67000,1513.0,88.26,20.11
25332,Spain,"Rice, paddy",1996,69838,636.0,33236.0,11.96
669,Argentina,Potatoes,2009,284439,591.0,61586.56,18.16
9904,Guyana,Cassava,2001,111273,2387.0,289.9,27.27
2615,Brazil,Sweet potatoes,1990,101661,1761.0,49695.0,18.47
25408,Spain,Wheat,1999,20987,636.0,33614.0,17.43
3814,Brazil,Wheat,2002,14754,1761.0,145552.0,19.49
1521,Australia,Wheat,2007,9173,534.0,32446.25,18.02
28062,Zimbabwe,Sorghum,1990,6836,657.0,5727.0,21.19
4402,Brazil,Wheat,2009,20802,1761.0,335742.0,20.78
7202,Dominican Republic,Cassava,1997,59409,1410.0,3846.0,27.18
4014,Brazil,Wheat,2005,19735,1761.0,232232.0,24.79
4687,Brazil,Sweet potatoes,2012,121926,1761.0,346583.0,22.16
24106,Rwanda,Potatoes,2009,102216,1212.0,1187.6,19.84
22264,Pakistan,Wheat,1998,22376,494.0,18406.0,27.36
4994,Burkina Faso,Soybeans,1994,9595,748.0,6.0,28.0
23884,Romania,"Rice, paddy",2004,40056,637.0,6778.2,11.63
10407,Hungary,Potatoes,1997,179341,589.0,4445.0,9.89
9486,Guatemala,Maize,1991,18442,1996.0,12004.33,19.91
5025,Burkina Faso,Sorghum,1998,8541,748.0,111.41,28.95
16351,Japan,Maize,1994,24852,1668.0,79821.18,16.33
1823,Austria,Potatoes,2002,303832,1110.0,3079.2,9.62
18553,Mali,Potatoes,1995,182175,282.0,28.73,27.25
25003,South Africa,Maize,2007,27921,495.0,26857.0,21.07
12646,India,Maize,2002,16807,1083.0,42482.56,27.03
24074,Rwanda,Sweet potatoes,2005,59629,1212.0,222.92,20.29
16190,Japan,Potatoes,1990,306736,1668.0,79821.18,14.14
12968,India,Cassava,2005,304978,1083.0,35342.0,26.28
409,Argentina,Cassava,1992,100000,591.0,26156.0,17.09
8748,Finland,Wheat,2011,38469,536.0,1707.54,6.38
25710,Sri Lanka,"Rice, paddy",1993,31350,1712.0,1753.2,26.37
18811,Mauritania,Maize,2005,8156,92.0,1.1,28.14
20168,Mexico,Soybeans,2009,18675,758.0,61690.08,21.76
8551,El Salvador,Soybeans,2009,19172,1784.0,3333.88,26.21
5080,Burkina Faso,"Rice, paddy",2006,25724,748.0,109.24,28.92
1348,Australia,Wheat,2002,21076,534.0,26651.0,16.63
22261,Pakistan,Wheat,1998,22376,494.0,18406.0,23.11
15150,Indonesia,Soybeans,2007,12908,2702.0,1597.0,25.5
26016,Suriname,Plantains and others,2011,312350,2331.0,936.24,27.42
14004,India,Wheat,2010,28395,1083.0,40093.69,25.71
23050,Pakistan,"Rice, paddy",2012,35966,494.0,990.09,18.74
25799,Sri Lanka,Sorghum,2005,9583,1712.0,1742.41,26.73
9180,Ghana,Maize,1993,15092,1187.0,65.8,26.67
400,Argentina,"Rice, paddy",1991,40294,591.0,26156.0,17.86
10047,Haiti,Yams,1998,54802,1440.0,23.78,27.57
10303,Honduras,Plantains and others,2007,85951,1976.0,5283.93,24.55
21803,Pakistan,Soybeans,1991,4992,494.0,5962.0,26.98
4814,Brazil,Yams,2013,96078,1761.0,367778.0,27.11
2640,Brazil,Yams,1990,91489,1761.0,49695.0,25.29
6418,Chile,Sweet potatoes,2002,70000,1522.0,12047.63,6.25
15874,Italy,Sorghum,2002,63110,832.0,94211.0,8.15
14798,Indonesia,Sweet potatoes,1996,113547,2702.0,1597.0,27.0
25437,Spain,"Rice, paddy",2001,75795,636.0,35700.0,12.33
8575,El Salvador,Soybeans,2012,19231,1784.0,2595.16,26.04
11100,India,"Rice, paddy",1993,28303,1083.0,66388.0,25.22
20489,Morocco,"Rice, paddy",1991,38406,346.0,9771.14,17.25
25607,Spain,Sorghum,2010,51206,636.0,39043.0,16.51
26023,Suriname,"Rice, paddy",2012,43622,2331.0,633.92,27.4
25008,South Africa,Potatoes,2007,330590,495.0,26857.0,15.9
6784,Colombia,Sorghum,2005,37000,3240.0,117881.45,22.69
26862,Turkey,"Rice, paddy",2004,70010,593.0,28831.0,12.26
27482,Ukraine,Wheat,2013,33931,565.0,86781.8,10.33
22030,Pakistan,Potatoes,1995,139418,494.0,7681.0,26.63
15149,Indonesia,"Rice, paddy",2007,47052,2702.0,1597.0,27.49
20630,Morocco,"Rice, paddy",2001,52773,346.0,13842.57,18.56
16816,Japan,Maize,2006,25324,1668.0,65248.26,15.43
18006,Lithuania,Wheat,1995,24455,656.0,737.0,6.68
24563,South Africa,"Rice, paddy",1990,18976,495.0,16582.0,20.56
10415,Hungary,Sorghum,1998,20486,589.0,5280.0,10.35
1071,Australia,Potatoes,1996,312853,534.0,31185.0,17.05
7602,Ecuador,Potatoes,1995,71719,2274.0,2658.0,21.96
22091,Pakistan,Potatoes,1996,134795,494.0,11955.0,27.17
21343,Nicaragua,Cassava,1994,112088,2280.0,799.0,27.26
26803,Turkey,Maize,2001,40063,593.0,25539.0,15.11
